lcl|NC_000962.3_prot_NP_214515.1_1	cds-NP_214515.1
lcl|NC_000962.3_prot_NP_216559.1_2033	cds-NP_216559.1
lcl|NC_000962.3_prot_NP_216560.1_2034	cds-NP_216560.1
lcl|NC_000962.3_prot_NP_216561.1_2035	cds-NP_216561.1
lcl|NC_000962.3_prot_NP_216562.1_2036	cds-NP_216562.1
lcl|NC_000962.3_prot_NP_216563.1_2037	cds-NP_216563.1
lcl|NC_000962.3_prot_NP_216564.2_2038	cds-NP_216564.2
lcl|NC_000962.3_prot_NP_216565.1_2039	cds-NP_216565.1
lcl|NC_000962.3_prot_NP_216566.1_2040	cds-NP_216566.1
lcl|NC_000962.3_prot_NP_216567.1_2041	cds-NP_216567.1
lcl|NC_000962.3_prot_NP_216568.1_2042	cds-NP_216568.1
lcl|NC_000962.3_prot_NP_216569.1_2043	cds-NP_216569.1
lcl|NC_000962.3_prot_NP_216570.1_2044	cds-NP_216570.1
lcl|NC_000962.3_prot_NP_216571.1_2045	cds-NP_216571.1
lcl|NC_000962.3_prot_NP_216572.1_2046	cds-NP_216572.1
lcl|NC_000962.3_prot_YP_177856.1_2047	cds-YP_177856.1
lcl|NC_000962.3_prot_NP_216574.1_2048	cds-NP_216574.1
lcl|NC_000962.3_prot_NP_216575.1_2049	cds-NP_216575.1
lcl|NC_000962.3_prot_NP_216576.1_2050	cds-NP_216576.1
lcl|NC_000962.3_prot_NP_216577.1_2051	cds-NP_216577.1
lcl|NC_000962.3_prot_NP_216578.1_2052	cds-NP_216578.1
lcl|NC_000962.3_prot_YP_177657.1_2053	cds-YP_177657.1
lcl|NC_000962.3_prot_YP_004837055.2_2054	cds-YP_004837055.2
lcl|NC_000962.3_prot_NP_216580.1_2055	cds-NP_216580.1
lcl|NC_000962.3_prot_NP_216581.1_2056	cds-NP_216581.1
lcl|NC_000962.3_prot_NP_216582.1_2057	cds-NP_216582.1
lcl|NC_000962.3_prot_NP_216583.1_2058	cds-NP_216583.1
lcl|NC_000962.3_prot_NP_216584.1_2059	cds-NP_216584.1
lcl|NC_000962.3_prot_NP_216585.1_2060	cds-NP_216585.1
lcl|NC_000962.3_prot_NP_216586.1_2061	cds-NP_216586.1
lcl|NC_000962.3_prot_NP_216587.1_2062	cds-NP_216587.1
lcl|NC_000962.3_prot_NP_216588.1_2063	cds-NP_216588.1
lcl|NC_000962.3_prot_NP_216589.1_2064	cds-NP_216589.1
lcl|NC_000962.3_prot_NP_216590.1_2065	cds-NP_216590.1
lcl|NC_000962.3_prot_NP_216591.1_2066	cds-NP_216591.1
lcl|NC_000962.3_prot_NP_216592.1_2067	cds-NP_216592.1
lcl|NC_000962.3_prot_NP_216593.1_2068	cds-NP_216593.1
lcl|NC_000962.3_prot_YP_177658.1_2069	cds-YP_177658.1
lcl|NC_000962.3_prot_NP_216594.1_2070	cds-NP_216594.1
lcl|NC_000962.3_prot_NP_216595.1_2071	cds-NP_216595.1
lcl|NC_000962.3_prot_NP_216596.1_2072	cds-NP_216596.1
lcl|NC_000962.3_prot_NP_216597.1_2073	cds-NP_216597.1
lcl|NC_000962.3_prot_NP_216598.1_2074	cds-NP_216598.1
lcl|NC_000962.3_prot_NP_216599.1_2075	cds-NP_216599.1
lcl|NC_000962.3_prot_NP_216600.1_2076	cds-NP_216600.1
lcl|NC_000962.3_prot_NP_216601.1_2077	cds-NP_216601.1
lcl|NC_000962.3_prot_NP_216602.2_2078	cds-NP_216602.2
lcl|NC_000962.3_prot_NP_216604.1_2079	cds-NP_216604.1
lcl|NC_000962.3_prot_NP_216605.1_2080	cds-NP_216605.1
lcl|NC_000962.3_prot_NP_216606.1_2081	cds-NP_216606.1
lcl|NC_000962.3_prot_NP_216607.1_2082	cds-NP_216607.1
lcl|NC_000962.3_prot_NP_216608.1_2083	cds-NP_216608.1
lcl|NC_000962.3_prot_NP_216609.1_2084	cds-NP_216609.1
lcl|NC_000962.3_prot_NP_216610.1_2085	cds-NP_216610.1
lcl|NC_000962.3_prot_NP_216611.1_2086	cds-NP_216611.1
lcl|NC_000962.3_prot_NP_216612.1_2087	cds-NP_216612.1
lcl|NC_000962.3_prot_NP_216613.1_2088	cds-NP_216613.1
lcl|NC_000962.3_prot_NP_216616.1_2089	cds-NP_216616.1
lcl|NC_000962.3_prot_NP_216617.2_2090	cds-NP_216617.2
lcl|NC_000962.3_prot_NP_216618.1_2091	cds-NP_216618.1
lcl|NC_000962.3_prot_NP_216619.1_2092	cds-NP_216619.1
lcl|NC_000962.3_prot_NP_216620.1_2093	cds-NP_216620.1
lcl|NC_000962.3_prot_YP_009030035.1_2094	cds-YP_009030035.1
lcl|NC_000962.3_prot_YP_177858.1_2095	cds-YP_177858.1
lcl|NC_000962.3_prot_YP_177859.1_2096	cds-YP_177859.1
lcl|NC_000962.3_prot_NP_216625.1_2097	cds-NP_216625.1
lcl|NC_000962.3_prot_NP_216626.1_2098	cds-NP_216626.1
lcl|NC_000962.3_prot_NP_216627.1_2099	cds-NP_216627.1
lcl|NC_000962.3_prot_NP_216628.1_2100	cds-NP_216628.1
lcl|NC_000962.3_prot_NP_216629.1_2101	cds-NP_216629.1
lcl|NC_000962.3_prot_NP_216630.1_2102	cds-NP_216630.1
lcl|NC_000962.3_prot_NP_216631.1_2103	cds-NP_216631.1
lcl|NC_000962.3_prot_NP_216632.1_2104	cds-NP_216632.1
lcl|NC_000962.3_prot_NP_216633.1_2105	cds-NP_216633.1
lcl|NC_000962.3_prot_NP_216634.1_2106	cds-NP_216634.1
lcl|NC_000962.3_prot_NP_216635.1_2107	cds-NP_216635.1
lcl|NC_000962.3_prot_NP_216636.1_2108	cds-NP_216636.1
lcl|NC_000962.3_prot_NP_216637.1_2109	cds-NP_216637.1
lcl|NC_000962.3_prot_YP_177860.1_2110	cds-YP_177860.1
lcl|NC_000962.3_prot_YP_177861.1_2111	cds-YP_177861.1
lcl|NC_000962.3_prot_NP_216640.1_2112	cds-NP_216640.1
lcl|NC_000962.3_prot_NP_216641.1_2113	cds-NP_216641.1
lcl|NC_000962.3_prot_YP_177862.1_2114	cds-YP_177862.1
lcl|NC_000962.3_prot_YP_177863.1_2115	cds-YP_177863.1
lcl|NC_000962.3_prot_NP_216644.1_2116	cds-NP_216644.1
lcl|NC_000962.3_prot_NP_216645.1_2117	cds-NP_216645.1
lcl|NC_000962.3_prot_NP_216646.1_2118	cds-NP_216646.1
lcl|NC_000962.3_prot_NP_216647.1_2119	cds-NP_216647.1
lcl|NC_000962.3_prot_NP_216648.1_2120	cds-NP_216648.1
lcl|NC_000962.3_prot_NP_216649.1_2121	cds-NP_216649.1
lcl|NC_000962.3_prot_NP_216650.1_2122	cds-NP_216650.1
lcl|NC_000962.3_prot_NP_216651.1_2123	cds-NP_216651.1
lcl|NC_000962.3_prot_NP_216652.1_2124	cds-NP_216652.1
lcl|NC_000962.3_prot_NP_216653.1_2125	cds-NP_216653.1
lcl|NC_000962.3_prot_NP_216654.1_2126	cds-NP_216654.1
lcl|NC_000962.3_prot_NP_216655.1_2127	cds-NP_216655.1
lcl|NC_000962.3_prot_NP_216656.1_2128	cds-NP_216656.1
lcl|NC_000962.3_prot_YP_177864.1_2129	cds-YP_177864.1
lcl|NC_000962.3_prot_NP_216658.1_2130	cds-NP_216658.1
lcl|NC_000962.3_prot_YP_007410825.1_2131	cds-YP_007410825.1
lcl|NC_000962.3_prot_NP_216659.1_2132	cds-NP_216659.1
lcl|NC_000962.3_prot_NP_216660.1_2133	cds-NP_216660.1
lcl|NC_000962.3_prot_NP_216661.1_2134	cds-NP_216661.1
lcl|NC_000962.3_prot_NP_216662.1_2135	cds-NP_216662.1
lcl|NC_000962.3_prot_NP_216663.1_2136	cds-NP_216663.1
lcl|NC_000962.3_prot_NP_216664.1_2137	cds-NP_216664.1
lcl|NC_000962.3_prot_NP_216665.1_2138	cds-NP_216665.1
lcl|NC_000962.3_prot_NP_216666.1_2139	cds-NP_216666.1
lcl|NC_000962.3_prot_NP_216667.1_2140	cds-NP_216667.1
lcl|NC_000962.3_prot_NP_216668.1_2141	cds-NP_216668.1
lcl|NC_000962.3_prot_NP_216669.1_2142	cds-NP_216669.1
lcl|NC_000962.3_prot_NP_216670.1_2143	cds-NP_216670.1
lcl|NC_000962.3_prot_NP_216671.3_2144	cds-NP_216671.3
lcl|NC_000962.3_prot_NP_216672.1_2145	cds-NP_216672.1
lcl|NC_000962.3_prot_NP_216673.1_2146	cds-NP_216673.1
lcl|NC_000962.3_prot_NP_216674.1_2147	cds-NP_216674.1
lcl|NC_000962.3_prot_NP_216675.1_2148	cds-NP_216675.1
lcl|NC_000962.3_prot_NP_216677.1_2149	cds-NP_216677.1
lcl|NC_000962.3_prot_YP_177865.1_2150	cds-YP_177865.1
lcl|NC_000962.3_prot_NP_216679.1_2151	cds-NP_216679.1
lcl|NC_000962.3_prot_NP_216680.1_2152	cds-NP_216680.1
lcl|NC_000962.3_prot_NP_216681.4_2153	cds-NP_216681.4
lcl|NC_000962.3_prot_NP_216682.1_2154	cds-NP_216682.1
lcl|NC_000962.3_prot_NP_216685.1_2155	cds-NP_216685.1
lcl|NC_000962.3_prot_NP_216686.1_2156	cds-NP_216686.1
lcl|NC_000962.3_prot_NP_216687.1_2157	cds-NP_216687.1
lcl|NC_000962.3_prot_NP_216688.1_2158	cds-NP_216688.1
lcl|NC_000962.3_prot_NP_216689.1_2159	cds-NP_216689.1
lcl|NC_000962.3_prot_NP_216690.1_2160	cds-NP_216690.1
lcl|NC_000962.3_prot_NP_216691.1_2161	cds-NP_216691.1
lcl|NC_000962.3_prot_NP_216692.1_2162	cds-NP_216692.1
lcl|NC_000962.3_prot_NP_216693.1_2163	cds-NP_216693.1
lcl|NC_000962.3_prot_NP_216694.1_2164	cds-NP_216694.1
lcl|NC_000962.3_prot_NP_216695.1_2165	cds-NP_216695.1
lcl|NC_000962.3_prot_NP_216696.1_2166	cds-NP_216696.1
lcl|NC_000962.3_prot_NP_216697.1_2167	cds-NP_216697.1
lcl|NC_000962.3_prot_NP_216698.1_2168	cds-NP_216698.1
lcl|NC_000962.3_prot_NP_216699.1_2169	cds-NP_216699.1
lcl|NC_000962.3_prot_NP_216700.1_2170	cds-NP_216700.1
lcl|NC_000962.3_prot_NP_216701.1_2171	cds-NP_216701.1
lcl|NC_000962.3_prot_NP_216702.1_2172	cds-NP_216702.1
lcl|NC_000962.3_prot_NP_216703.1_2173	cds-NP_216703.1
lcl|NC_000962.3_prot_NP_216704.2_2174	cds-NP_216704.2
lcl|NC_000962.3_prot_NP_216705.1_2175	cds-NP_216705.1
lcl|NC_000962.3_prot_NP_216706.1_2176	cds-NP_216706.1
lcl|NC_000962.3_prot_NP_216707.1_2177	cds-NP_216707.1
lcl|NC_000962.3_prot_NP_216708.1_2178	cds-NP_216708.1
lcl|NC_000962.3_prot_NP_216709.1_2179	cds-NP_216709.1
lcl|NC_000962.3_prot_NP_216710.1_2180	cds-NP_216710.1
lcl|NC_000962.3_prot_NP_216711.1_2181	cds-NP_216711.1
lcl|NC_000962.3_prot_NP_216712.1_2182	cds-NP_216712.1
lcl|NC_000962.3_prot_NP_216713.1_2183	cds-NP_216713.1
lcl|NC_000962.3_prot_NP_216714.1_2184	cds-NP_216714.1
lcl|NC_000962.3_prot_NP_216715.1_2185	cds-NP_216715.1
lcl|NC_000962.3_prot_NP_216716.1_2186	cds-NP_216716.1
lcl|NC_000962.3_prot_NP_216717.1_2187	cds-NP_216717.1
lcl|NC_000962.3_prot_NP_216718.1_2188	cds-NP_216718.1
lcl|NC_000962.3_prot_NP_216719.1_2189	cds-NP_216719.1
lcl|NC_000962.3_prot_NP_216720.1_2190	cds-NP_216720.1
lcl|NC_000962.3_prot_NP_216721.2_2191	cds-NP_216721.2
lcl|NC_000962.3_prot_NP_216722.2_2192	cds-NP_216722.2
lcl|NC_000962.3_prot_NP_216723.1_2193	cds-NP_216723.1
lcl|NC_000962.3_prot_NP_216724.1_2194	cds-NP_216724.1
lcl|NC_000962.3_prot_NP_216725.1_2195	cds-NP_216725.1
lcl|NC_000962.3_prot_NP_216726.1_2196	cds-NP_216726.1
lcl|NC_000962.3_prot_NP_216727.1_2197	cds-NP_216727.1
lcl|NC_000962.3_prot_NP_216728.1_2198	cds-NP_216728.1
lcl|NC_000962.3_prot_NP_216729.1_2199	cds-NP_216729.1
lcl|NC_000962.3_prot_NP_216730.1_2200	cds-NP_216730.1
lcl|NC_000962.3_prot_NP_216731.1_2201	cds-NP_216731.1
lcl|NC_000962.3_prot_NP_216732.1_2202	cds-NP_216732.1
lcl|NC_000962.3_prot_NP_216733.1_2203	cds-NP_216733.1
lcl|NC_000962.3_prot_NP_216734.1_2204	cds-NP_216734.1
lcl|NC_000962.3_prot_NP_216735.1_2205	cds-NP_216735.1
lcl|NC_000962.3_prot_YP_177661.1_2206	cds-YP_177661.1
lcl|NC_000962.3_prot_NP_216736.1_2207	cds-NP_216736.1
lcl|NC_000962.3_prot_NP_216737.1_2208	cds-NP_216737.1
lcl|NC_000962.3_prot_NP_216738.1_2209	cds-NP_216738.1
lcl|NC_000962.3_prot_NP_216739.1_2210	cds-NP_216739.1
lcl|NC_000962.3_prot_NP_216740.1_2211	cds-NP_216740.1
lcl|NC_000962.3_prot_YP_009030036.1_2212	cds-YP_009030036.1
lcl|NC_000962.3_prot_NP_216741.1_2213	cds-NP_216741.1
lcl|NC_000962.3_prot_NP_216742.1_2214	cds-NP_216742.1
lcl|NC_000962.3_prot_NP_216743.1_2215	cds-NP_216743.1
lcl|NC_000962.3_prot_NP_216744.1_2216	cds-NP_216744.1
lcl|NC_000962.3_prot_NP_216745.1_2217	cds-NP_216745.1
lcl|NC_000962.3_prot_NP_216746.1_2218	cds-NP_216746.1
lcl|NC_000962.3_prot_NP_216747.1_2219	cds-NP_216747.1
lcl|NC_000962.3_prot_YP_007410917.1_2220	cds-YP_007410917.1
lcl|NC_000962.3_prot_YP_007410918.1_2221	cds-YP_007410918.1
lcl|NC_000962.3_prot_NP_216748.2_2222	cds-NP_216748.2
lcl|NC_000962.3_prot_NP_216750.1_2223	cds-NP_216750.1
lcl|NC_000962.3_prot_NP_216751.1_2224	cds-NP_216751.1
lcl|NC_000962.3_prot_NP_216752.1_2225	cds-NP_216752.1
lcl|NC_000962.3_prot_NP_216753.1_2226	cds-NP_216753.1
lcl|NC_000962.3_prot_YP_004837056.2_2227	cds-YP_004837056.2
lcl|NC_000962.3_prot_NP_216754.1_2228	cds-NP_216754.1
lcl|NC_000962.3_prot_NP_216755.1_2229	cds-NP_216755.1
lcl|NC_000962.3_prot_NP_216756.2_2230	cds-NP_216756.2
lcl|NC_000962.3_prot_NP_216757.3_2231	cds-NP_216757.3
lcl|NC_000962.3_prot_NP_216758.1_2232	cds-NP_216758.1
lcl|NC_000962.3_prot_NP_216759.1_2233	cds-NP_216759.1
lcl|NC_000962.3_prot_NP_216760.1_2234	cds-NP_216760.1
lcl|NC_000962.3_prot_NP_216761.1_2235	cds-NP_216761.1
lcl|NC_000962.3_prot_NP_216762.1_2236	cds-NP_216762.1
lcl|NC_000962.3_prot_NP_216763.1_2237	cds-NP_216763.1
lcl|NC_000962.3_prot_NP_216764.1_2238	cds-NP_216764.1
lcl|NC_000962.3_prot_NP_216765.1_2239	cds-NP_216765.1
lcl|NC_000962.3_prot_NP_216766.2_2240	cds-NP_216766.2
lcl|NC_000962.3_prot_NP_216767.1_2241	cds-NP_216767.1
lcl|NC_000962.3_prot_NP_216768.1_2242	cds-NP_216768.1
lcl|NC_000962.3_prot_NP_216769.1_2243	cds-NP_216769.1
lcl|NC_000962.3_prot_NP_216770.1_2244	cds-NP_216770.1
lcl|NC_000962.3_prot_YP_009030037.1_2245	cds-YP_009030037.1
lcl|NC_000962.3_prot_NP_216772.1_2246	cds-NP_216772.1
lcl|NC_000962.3_prot_NP_216773.1_2247	cds-NP_216773.1
lcl|NC_000962.3_prot_NP_216774.1_2248	cds-NP_216774.1
lcl|NC_000962.3_prot_NP_216775.1_2249	cds-NP_216775.1
lcl|NC_000962.3_prot_NP_216776.1_2250	cds-NP_216776.1
lcl|NC_000962.3_prot_NP_216779.1_2251	cds-NP_216779.1
lcl|NC_000962.3_prot_NP_216780.1_2252	cds-NP_216780.1
lcl|NC_000962.3_prot_NP_216781.1_2253	cds-NP_216781.1
lcl|NC_000962.3_prot_NP_216782.1_2254	cds-NP_216782.1
lcl|NC_000962.3_prot_NP_216783.1_2255	cds-NP_216783.1
lcl|NC_000962.3_prot_NP_216784.1_2256	cds-NP_216784.1
lcl|NC_000962.3_prot_NP_216785.1_2257	cds-NP_216785.1
lcl|NC_000962.3_prot_NP_216786.1_2258	cds-NP_216786.1
lcl|NC_000962.3_prot_NP_216787.1_2259	cds-NP_216787.1
lcl|NC_000962.3_prot_NP_216788.1_2260	cds-NP_216788.1
lcl|NC_000962.3_prot_NP_216789.1_2261	cds-NP_216789.1
lcl|NC_000962.3_prot_NP_216790.1_2262	cds-NP_216790.1
lcl|NC_000962.3_prot_YP_007410963.1_2263	cds-YP_007410963.1
lcl|NC_000962.3_prot_NP_216791.1_2264	cds-NP_216791.1
lcl|NC_000962.3_prot_NP_216792.1_2265	cds-NP_216792.1
lcl|NC_000962.3_prot_NP_216793.1_2266	cds-NP_216793.1
lcl|NC_000962.3_prot_NP_216797.1_2267	cds-NP_216797.1
lcl|NC_000962.3_prot_NP_216798.1_2268	cds-NP_216798.1
lcl|NC_000962.3_prot_NP_216799.1_2269	cds-NP_216799.1
lcl|NC_000962.3_prot_NP_216800.1_2270	cds-NP_216800.1
lcl|NC_000962.3_prot_NP_216801.1_2271	cds-NP_216801.1
lcl|NC_000962.3_prot_NP_216802.1_2272	cds-NP_216802.1
lcl|NC_000962.3_prot_NP_216803.1_2273	cds-NP_216803.1
lcl|NC_000962.3_prot_NP_216804.1_2274	cds-NP_216804.1
lcl|NC_000962.3_prot_NP_216805.1_2275	cds-NP_216805.1
lcl|NC_000962.3_prot_NP_216806.1_2276	cds-NP_216806.1
lcl|NC_000962.3_prot_NP_216807.1_2277	cds-NP_216807.1
lcl|NC_000962.3_prot_NP_216808.1_2278	cds-NP_216808.1
lcl|NC_000962.3_prot_NP_216809.1_2279	cds-NP_216809.1
lcl|NC_000962.3_prot_NP_216810.1_2280	cds-NP_216810.1
lcl|NC_000962.3_prot_NP_216811.1_2281	cds-NP_216811.1
lcl|NC_000962.3_prot_NP_216812.1_2282	cds-NP_216812.1
lcl|NC_000962.3_prot_NP_216813.1_2283	cds-NP_216813.1
lcl|NC_000962.3_prot_NP_216814.1_2284	cds-NP_216814.1
lcl|NC_000962.3_prot_NP_216815.1_2285	cds-NP_216815.1
lcl|NC_000962.3_prot_NP_216816.1_2286	cds-NP_216816.1
lcl|NC_000962.3_prot_NP_216817.2_2287	cds-NP_216817.2
lcl|NC_000962.3_prot_NP_216818.1_2288	cds-NP_216818.1
lcl|NC_000962.3_prot_NP_216819.1_2289	cds-NP_216819.1
lcl|NC_000962.3_prot_NP_216820.1_2290	cds-NP_216820.1
lcl|NC_000962.3_prot_NP_216821.1_2291	cds-NP_216821.1
lcl|NC_000962.3_prot_NP_216823.1_2292	cds-NP_216823.1
lcl|NC_000962.3_prot_YP_177665.1_2293	cds-YP_177665.1
lcl|NC_000962.3_prot_YP_177666.1_2294	cds-YP_177666.1
lcl|NC_000962.3_prot_YP_177667.1_2295	cds-YP_177667.1
lcl|NC_000962.3_prot_NP_216824.1_2296	cds-NP_216824.1
lcl|NC_000962.3_prot_YP_009030038.1_2297	cds-YP_009030038.1
lcl|NC_000962.3_prot_YP_177668.1_2298	cds-YP_177668.1
lcl|NC_000962.3_prot_NP_216826.1_2299	cds-NP_216826.1
lcl|NC_000962.3_prot_NP_216827.1_2300	cds-NP_216827.1
lcl|NC_000962.3_prot_NP_216828.1_2301	cds-NP_216828.1
lcl|NC_000962.3_prot_NP_216829.1_2302	cds-NP_216829.1
lcl|NC_000962.3_prot_NP_216830.1_2303	cds-NP_216830.1
lcl|NC_000962.3_prot_NP_216831.1_2304	cds-NP_216831.1
lcl|NC_000962.3_prot_NP_216832.1_2305	cds-NP_216832.1
lcl|NC_000962.3_prot_YP_177866.1_2306	cds-YP_177866.1
lcl|NC_000962.3_prot_NP_216834.1_2307	cds-NP_216834.1
lcl|NC_000962.3_prot_NP_216835.1_2308	cds-NP_216835.1
lcl|NC_000962.3_prot_NP_216836.1_2309	cds-NP_216836.1
lcl|NC_000962.3_prot_NP_216839.1_2310	cds-NP_216839.1
lcl|NC_000962.3_prot_NP_216840.1_2311	cds-NP_216840.1
lcl|NC_000962.3_prot_NP_216841.1_2312	cds-NP_216841.1
lcl|NC_000962.3_prot_NP_216842.1_2313	cds-NP_216842.1
lcl|NC_000962.3_prot_NP_216843.1_2314	cds-NP_216843.1
lcl|NC_000962.3_prot_YP_177867.1_2315	cds-YP_177867.1
lcl|NC_000962.3_prot_NP_216845.1_2316	cds-NP_216845.1
lcl|NC_000962.3_prot_NP_216846.1_2317	cds-NP_216846.1
lcl|NC_000962.3_prot_NP_216847.1_2318	cds-NP_216847.1
lcl|NC_000962.3_prot_YP_177669.1_2319	cds-YP_177669.1
lcl|NC_000962.3_prot_NP_216848.2_2320	cds-NP_216848.2
lcl|NC_000962.3_prot_NP_216849.1_2321	cds-NP_216849.1
lcl|NC_000962.3_prot_YP_177868.1_2322	cds-YP_177868.1
lcl|NC_000962.3_prot_NP_216851.1_2323	cds-NP_216851.1
lcl|NC_000962.3_prot_NP_216852.1_2324	cds-NP_216852.1
lcl|NC_000962.3_prot_NP_216853.1_2325	cds-NP_216853.1
lcl|NC_000962.3_prot_NP_216854.1_2326	cds-NP_216854.1
lcl|NC_000962.3_prot_NP_216855.1_2327	cds-NP_216855.1
lcl|NC_000962.3_prot_YP_177869.1_2328	cds-YP_177869.1
lcl|NC_000962.3_prot_NP_216857.1_2329	cds-NP_216857.1
lcl|NC_000962.3_prot_NP_216858.1_2330	cds-NP_216858.1
lcl|NC_000962.3_prot_NP_216859.1_2331	cds-NP_216859.1
lcl|NC_000962.3_prot_NP_216860.1_2332	cds-NP_216860.1
lcl|NC_000962.3_prot_NP_216861.1_2333	cds-NP_216861.1
lcl|NC_000962.3_prot_NP_216862.1_2334	cds-NP_216862.1
lcl|NC_000962.3_prot_NP_216863.1_2335	cds-NP_216863.1
lcl|NC_000962.3_prot_NP_216864.1_2336	cds-NP_216864.1
lcl|NC_000962.3_prot_NP_216865.1_2337	cds-NP_216865.1
lcl|NC_000962.3_prot_NP_216866.1_2338	cds-NP_216866.1
lcl|NC_000962.3_prot_NP_216867.1_2339	cds-NP_216867.1
lcl|NC_000962.3_prot_YP_177870.1_2340	cds-YP_177870.1
lcl|NC_000962.3_prot_YP_177871.1_2341	cds-YP_177871.1
lcl|NC_000962.3_prot_NP_216873.1_2342	cds-NP_216873.1
lcl|NC_000962.3_prot_NP_216874.1_2343	cds-NP_216874.1
lcl|NC_000962.3_prot_NP_216875.1_2344	cds-NP_216875.1
lcl|NC_000962.3_prot_NP_216876.1_2345	cds-NP_216876.1
lcl|NC_000962.3_prot_NP_216877.1_2346	cds-NP_216877.1
lcl|NC_000962.3_prot_NP_216878.1_2347	cds-NP_216878.1
lcl|NC_000962.3_prot_NP_216879.1_2348	cds-NP_216879.1
lcl|NC_000962.3_prot_YP_177873.1_2349	cds-YP_177873.1
lcl|NC_000962.3_prot_NP_216881.1_2350	cds-NP_216881.1
lcl|NC_000962.3_prot_NP_216882.1_2351	cds-NP_216882.1
lcl|NC_000962.3_prot_NP_216883.1_2352	cds-NP_216883.1
lcl|NC_000962.3_prot_YP_177874.1_2353	cds-YP_177874.1
lcl|NC_000962.3_prot_NP_216885.1_2354	cds-NP_216885.1
lcl|NC_000962.3_prot_NP_216886.1_2355	cds-NP_216886.1
lcl|NC_000962.3_prot_YP_177875.1_2356	cds-YP_177875.1
lcl|NC_000962.3_prot_NP_216888.1_2357	cds-NP_216888.1
lcl|NC_000962.3_prot_NP_216889.1_2358	cds-NP_216889.1
lcl|NC_000962.3_prot_NP_216890.1_2359	cds-NP_216890.1
lcl|NC_000962.3_prot_NP_216891.1_2360	cds-NP_216891.1
lcl|NC_000962.3_prot_NP_216892.1_2361	cds-NP_216892.1
lcl|NC_000962.3_prot_NP_216893.1_2362	cds-NP_216893.1
lcl|NC_000962.3_prot_NP_216894.1_2363	cds-NP_216894.1
lcl|NC_000962.3_prot_NP_216895.1_2364	cds-NP_216895.1
lcl|NC_000962.3_prot_NP_216896.3_2365	cds-NP_216896.3
lcl|NC_000962.3_prot_NP_216897.1_2366	cds-NP_216897.1
lcl|NC_000962.3_prot_NP_216898.1_2367	cds-NP_216898.1
lcl|NC_000962.3_prot_NP_216899.1_2368	cds-NP_216899.1
lcl|NC_000962.3_prot_NP_216900.1_2369	cds-NP_216900.1
lcl|NC_000962.3_prot_YP_177876.1_2370	cds-YP_177876.1
lcl|NC_000962.3_prot_YP_177877.1_2371	cds-YP_177877.1
lcl|NC_000962.3_prot_YP_009030039.1_2372	cds-YP_009030039.1
lcl|NC_000962.3_prot_NP_216903.1_2373	cds-NP_216903.1
lcl|NC_000962.3_prot_NP_216904.1_2374	cds-NP_216904.1
lcl|NC_000962.3_prot_NP_216905.1_2375	cds-NP_216905.1
lcl|NC_000962.3_prot_NP_216906.1_2376	cds-NP_216906.1
lcl|NC_000962.3_prot_NP_216907.1_2377	cds-NP_216907.1
lcl|NC_000962.3_prot_NP_216908.1_2378	cds-NP_216908.1
lcl|NC_000962.3_prot_NP_216909.1_2379	cds-NP_216909.1
lcl|NC_000962.3_prot_NP_216910.1_2380	cds-NP_216910.1
lcl|NC_000962.3_prot_NP_216911.1_2381	cds-NP_216911.1
lcl|NC_000962.3_prot_YP_007411091.1_2382	cds-YP_007411091.1
lcl|NC_000962.3_prot_YP_007411092.1_2383	cds-YP_007411092.1
lcl|NC_000962.3_prot_YP_177878.1_2384	cds-YP_177878.1
lcl|NC_000962.3_prot_YP_177879.1_2385	cds-YP_177879.1
lcl|NC_000962.3_prot_NP_216914.1_2386	cds-NP_216914.1
lcl|NC_000962.3_prot_NP_216915.1_2387	cds-NP_216915.1
lcl|NC_000962.3_prot_NP_216916.1_2388	cds-NP_216916.1
lcl|NC_000962.3_prot_NP_216917.2_2389	cds-NP_216917.2
lcl|NC_000962.3_prot_YP_177670.1_2390	cds-YP_177670.1
lcl|NC_000962.3_prot_NP_216918.3_2391	cds-NP_216918.3
lcl|NC_000962.3_prot_NP_216919.1_2392	cds-NP_216919.1
lcl|NC_000962.3_prot_NP_216920.1_2393	cds-NP_216920.1
lcl|NC_000962.3_prot_NP_216921.1_2394	cds-NP_216921.1
lcl|NC_000962.3_prot_NP_216922.1_2395	cds-NP_216922.1
lcl|NC_000962.3_prot_NP_216923.1_2396	cds-NP_216923.1
lcl|NC_000962.3_prot_YP_177880.2_2397	cds-YP_177880.2
lcl|NC_000962.3_prot_NP_216925.1_2398	cds-NP_216925.1
lcl|NC_000962.3_prot_NP_216926.1_2399	cds-NP_216926.1
lcl|NC_000962.3_prot_NP_216927.1_2400	cds-NP_216927.1
lcl|NC_000962.3_prot_NP_216928.1_2401	cds-NP_216928.1
lcl|NC_000962.3_prot_NP_216929.3_2402	cds-NP_216929.3
lcl|NC_000962.3_prot_NP_216930.1_2403	cds-NP_216930.1
lcl|NC_000962.3_prot_NP_216931.1_2404	cds-NP_216931.1
lcl|NC_000962.3_prot_NP_216932.2_2405	cds-NP_216932.2
lcl|NC_000962.3_prot_NP_216933.1_2406	cds-NP_216933.1
lcl|NC_000962.3_prot_NP_216934.1_2407	cds-NP_216934.1
lcl|NC_000962.3_prot_NP_216935.1_2408	cds-NP_216935.1
